"playerID" "firstname" "lastname" "born" "skill.base" "strength.base" "speed.base" "wit.base" "aggression.base" "skill.coe" "speed.coe" "strength.coe" "wit.coe" "age" "strength" "speed" "wit" "skill" "aggression" "rand" "league" "ELO"
"21" 977 "Wyatt" "Serrett" 97 468.956776977809 587.276070973767 533.35922122079 577.658676511202 317.526120197416 -0.0395362078962127 0.142646226310542 0.0776794801776896 0.250851689015664 36 556.549481661215 497.4354649395 722.56533118859 455.105572118655 317.526120197416 0.0498121338896453 "S" 1170
"22" 1034 "Avent" "Clegane" 101 610.943537606032 694.537828659152 656.440176491613 406.022882313129 274.439633763781 0.101082729394142 -0.175056382822989 0.0342531285120418 -0.0557291668560691 32 676.655652441139 456.188910711397 350.913734772268 678.808813269023 274.439633763781 0.123968915548176 "S" 1166
"23" 1178 "Charlie" "Reed" 112 561.007493312364 450.624596734902 645.427957760491 332.954233009373 358.749998098514 0.0629483300974036 -0.0901229669669144 -0.00291609040115166 0.0200634419013382 21 408.7543209677 548.53439777809 239.748171016349 495.340629392282 358.749998098514 0.344402252463624 "S" 1166
"24" 1095 "Korey" "Cargyll" 105 579.081340901111 656.129493981962 590.4085730474 501.439132104993 397.286003572599 0.0218763501459145 -0.114091367705023 -0.01042877991601 0.0300844757130375 28 668.97074871228 523.048051443651 436.294404359574 562.795460032574 397.286003572599 0.13625247660093 "S" 1165
"25" 1042 "Bryson" "Swyft" 101 374.543295218677 575.260632687729 678.708289229293 473.37961653843 422.228674543778 0.0510386579373243 0.0108360938798762 0.104668495945498 0.115471150578209 32 600.956659926546 597.830758368624 490.17093619732 397.404915298249 422.228674543778 0.421192128909752 "S" 1158
"26" 1174 "Callum" "Arryn" 112 557.54946063451 599.17269881185 503.648009716026 462.929419956751 469.290583449484 -0.0166325140157837 0.159341717576555 -0.087870102801959 -0.0265330527353407 21 492.597789278059 553.68126805523 311.767663257273 447.917108501802 469.290583449484 0.786105941981077 "A1" 1156
"27" 1107 "Jeremiah" "Hightower" 106 447.35403900962 645.301300709721 466.921968829289 469.878780656985 345.13916626177 0.0857409811469181 0.0607369687405704 0.118097893236431 -0.0951042895721684 27 753.775089861753 504.619833230945 340.613112519309 454.395830503668 345.13916626177 0.746542589738965 "A2" 1152
"28" 994 "Asher" "Tarly" 98 532.6353686823 653.458544625782 391.196019688149 597.384260294352 507.880413955476 -0.196424545268141 -0.020471411840322 0.101963845156288 0.0786671290277019 35 648.207250577223 308.86044111807 632.431079772158 428.01270859515 507.880413955476 0.527389764320105 "A1" 1152
"29" 895 "Ryan" "Connington" 90 481.17538911374 536.033234667014 538.110117163688 620.066063456255 333.687311612681 0.215286281271858 0.00166242892085131 0.0416744793411599 0.110641716797422 43 397.562170231216 345.285044806136 688.671237244875 533.280082640406 333.687311612681 0.626212192233652 "A2" 1152
"30" 983 "Finley" "Frey" 97 532.78240604784 555.558109738384 553.195867056324 566.8889342336 462.153136382719 0.0260637121077613 0.0933166201262216 0.113052511186777 0.0776447486919626 36 546.142794888497 488.647103555987 610.904883068422 551.99651735563 462.153136382719 0.52360452990979 "A1" 1148
"31" 1216 "Joshua" "Wylde" 115 487.87234991943 553.558181021118 678.339685748504 518.480827101592 563.665542723083 0.0138900741856679 -0.0588883148671375 -0.0271489134530417 0.028622414446323 18 438.889205289551 556.992642457451 341.483094189777 348.287228077118 563.665542723083 0.0818578314501792 "A2" 1147
"32" 1127 "Oliver" "Wylde" 108 385.44259445609 606.667943274985 537.148694321356 581.503459042848 629.676907403206 0.233576917591073 0.0375033053578672 0.0978192750544956 0.0722269393435735 25 678.145120550445 589.522467486351 495.572913117788 433.074402187279 629.676907403206 0.388876450713724 "A1" 1146
"33" 1106 "Rique" "Reyne" 106 458.018763505007 550.324884760415 568.350849306286 604.600890882266 232.662472966567 -0.0208463629279221 0.015009212475841 -0.0823670170726067 0.0622844350314387 27 532.512509819894 588.248364950475 533.429955431564 416.409424687833 232.662472966567 0.61035345075652 "A2" 1145
"34" 1002 "Samwell" "Hornwood" 98 695.842770573931 474.760933717032 564.696416714336 562.654295511982 200.905921423849 0.0747173130908555 0.104183461741783 -0.22297844537162 -0.00837474570354602 35 316.675776084756 516.236125065092 546.689122957822 747.834272724912 200.905921423849 0.932198484893888 "A1" 1145
"35" 1069 "John" "Ashford" 104 452.542950473071 566.973779475547 666.542190655372 702.341064409161 545.361055492681 -0.137842970315415 -0.00244122709690011 0.0643233332017258 -0.0973875354367178 29 614.782898398905 631.587900265548 535.614050093069 376.586797470369 545.361055492681 0.561039888067171 "A2" 1143
"36" 1118 "Carleton" "Royce" 107 635.621443991693 549.040532926758 485.628013676995 499.147840689433 648.610342025833 -0.0543929358090136 -0.088692983582555 0.106997376482762 0.0223816993003664 26 629.748050849689 461.981336779793 410.490049428284 543.842197630568 648.610342025833 0.267590665956959 "A1" 1130
"37" 975 "Christian" "Dalt" 97 488.630127724659 534.834294606594 498.740478394087 528.104144259319 575.637683571571 0.181913702733969 0.176640936982053 -0.114107694640506 0.177504857389166 36 404.277127935497 482.102963345737 621.845195072696 582.404944803671 575.637683571571 0.559149230830371 "A2" 1128
"38" 952 "Kirk" "Dayne" 95 808.346871555532 563.507205993585 497.693866662443 422.222117057453 526.626315421561 0.108426085639769 -0.0326204709085449 0.0224059744242009 0.100582355414982 38 474.701836960085 357.035391698008 464.690212099392 859.617149457453 526.626315421561 0.876033806940541 "A1" 1126
"39" 1128 "Kirk" "Mooton" 108 671.760567144484 545.931660886493 441.264846535344 449.548346444981 563.151867344032 -0.0546574180822773 -0.00288440647679922 0.119385072690821 -0.0147950714352963 25 622.026385123377 466.467950146134 343.996610327812 561.150206588987 563.151867344032 0.610316650476307 "A2" 1121
"40" 1017 "Jaxson" "Cuy" 99 592.709474361133 625.922665162841 579.722633160671 498.83987676187 493.728999526193 -0.065785714390444 -0.0890964050931311 0.170604200382133 -0.0733429914918443 34 676.374661089346 429.518582957617 442.299872854257 553.717658164302 493.728999526193 0.429373141843826 "A1" 1117
"41" 1035 "Lino" "Tollett" 101 699.54289673125 466.111899452197 555.924641307453 508.939163162682 690.388531041782 -0.0547046582008756 0.00327342124517811 -0.0655423646635147 -0.0319682314839611 32 407.595109397166 485.474213469058 451.954145130429 668.270070636029 690.388531041782 0.0690011088736355 "A2" 1110
"42" 1023 "Leo" "Dalt" 100 530.319552261294 500.285873697825 573.818051162388 516.213794551164 591.344143490147 -0.0368567555950525 0.140273726350094 -0.0545829497326663 0.163659065043699 33 437.958783842966 568.236939771527 569.724033856998 510.773694136322 591.344143490147 0.465399932581931 "A1" 1107
"43" 969 "Walsh" "Kenning" 96 545.321033853596 584.492064558459 533.484557340616 450.748692130559 504.75637912998 0.00183193987367567 -0.0470015628330644 -0.10799780317735 0.135772035473774 37 427.849475282198 380.373655636554 511.947759548266 529.960398183859 504.75637912998 0.184619122883305 "A2" 1107
"44" 1044 "Joe" "Wylde" 102 479.703269007327 595.895644662356 591.745762315662 534.755191050472 563.201037944016 0.226081138870538 0.040001278428222 -0.142425626356267 -0.0727136979516172 31 487.189008441854 556.241773081205 442.395644505321 588.155130384424 563.201037944016 0.987764704041183 "A1" 1105
"45" 970 "Jonathan" "Tyrell" 96 512.253494862569 568.676076755572 645.149595526019 550.918109100127 408.527471890098 -0.00861094603363125 -0.0224467970930607 -0.022094528952508 0.11807297851222 37 465.123274432206 475.832150534332 615.966651157899 492.474902816891 408.527471890098 0.218732337234542 "A2" 1104
"46" 907 "Norman" "Harroway" 91 633.192693587292 535.755639198882 577.563733865137 549.452041614201 527.924621825987 0.00418053423563558 0.010542195721365 0.1075278591381 -0.120229690141881 42 443.352717127415 381.505216936308 483.391592903101 575.686471429795 527.924621825987 0.203894505510107 "A1" 1104
"47" 1112 "Daniel" "Dayne" 107 699.750233396363 550.257690558198 555.842775943506 346.659559160497 507.702959457582 0.00286037293658088 0.120269784915984 0.0528080420778458 -0.0147148845517935 26 601.326029457181 644.927578091075 272.226591936575 638.774259020663 507.702959457582 0.303545211907476 "A2" 1103
"48" 1036 "Charlie" "Tyrell" 101 641.380808090916 468.962557316741 602.127811396223 595.902217233718 302.786031306148 -6.74318773912982e-05 0.0925732855886621 0.0792764380155186 0.0376100497765748 32 478.002484984456 579.592145759973 570.641951907152 647.751366659813 302.786031306148 0.655570732196793 "A1" 1103
"49" 1038 "Haywood" "Blacktyde" 101 500.616109151062 532.682641974631 436.133591789074 596.551323592593 457.797303164063 -0.0102457316333708 0.0841110690837581 0.134274259515255 0.208315802579039 32 572.247250763927 416.119887525213 673.098285458965 500.493091936869 457.797303164063 0.711462114006281 "A2" 1103
"50" 1056 "Rawlins" "Dondarrion" 103 529.506031339741 538.092870147484 531.168845136746 576.692148113869 625.648320533853 0.0188097921965466 -0.0722317819394789 -0.0287667410908226 0.0492494309842618 30 522.613691869134 455.619753782212 535.890850487904 534.170869442662 625.648320533853 0.659843460889533 "A1" 1103
"51" 982 "Finley" "Mudd" 97 513.162505931827 616.861760069678 562.284301191661 496.230442818818 463.255568875494 0.0954100245948886 0.122540909597485 0.0329672617182032 0.0711386766655754 36 557.005974348788 513.107427661824 531.531619842121 567.254978303275 463.255568875494 0.436321721412241 "A2" 1101
"52" 1202 "Luitpold" "Glover" 114 518.187283732425 431.455165126253 453.29051193268 711.080404130263 661.880223397461 -0.00217268202429964 0.00864863700893969 0.0821233422082309 -0.0073471420294638 19 402.169430530487 411.881805836714 456.977853961157 387.514606602733 661.880223397461 0.975290513131768 "A1" 1101
"53" 1119 "Derek" "Tully" 108 543.689161557284 504.427790951557 441.424452140151 497.530698259737 596.223739771968 0.111613360494024 -0.0071014069445593 0.065051680901551 0.0260239504059788 25 547.330222465443 464.775184598634 401.021658859559 544.566328171569 596.223739771968 0.818520708009601 "A2" 1100
"54" 1177 "Aaron" "Qorgyle" 112 512.748813145115 563.008301433482 782.736423541729 372.660941303308 439.63195605815 0.106239283722579 -0.10989243526445 -0.0232029195803747 0.0817045709416096 21 499.274117963224 649.755426376038 291.310761228199 474.928093417134 439.63195605815 0.236620181240141 "A1" 1100
"55" 1129 "Elias" "Moore" 108 487.182321147093 787.774240402008 491.662602999457 679.305706290508 338.255799161245 0.0113517228250242 0.045954401212096 -0.0778227444748228 -0.141872418351517 25 742.222971795395 543.756419698645 433.483707555176 439.122624495827 338.255799161245 0.413768546655774 "A2" 1092
"56" 1072 "Jace" "Blacktyde" 104 433.271965514664 460.570997619776 665.882069525591 407.62635581567 566.800819527749 0.0274078235941848 0.0779078348371418 0.00909221222092819 -0.0141345213225807 29 473.970026825335 684.465396342925 344.797062583554 432.148848148356 566.800819527749 0.269786534830928 "A1" 1087
"57" 1219 "Bryson" "Reyne" 115 482.470041775986 531.786620148248 468.91547365938 482.946978221216 577.238820264453 0.0995214396843571 -0.0908064915018355 -0.0269451132069181 0.0171207612039192 18 421.735977839744 370.065047846325 312.525016167646 385.745142405308 577.238820264453 0.907898499397561 "A2" 1087
"58" 832 "Landon" "Stark" 85 578.669813127234 596.334212341597 615.408621512592 780.063537457814 640.799648372733 0.0665630567533816 0.2043144237173 0.102281946417155 -0.00175291110333646 48 394.941382864734 445.749341041551 778.696155421697 528.014826536984 640.799648372733 0.78804010595195 "A1" 1083
"59" 1115 "Norman" "Rykker" 107 584.568228366263 483.839660193073 478.772367776118 557.320042968086 768.284346660925 -0.0137776702870232 -0.153927165570598 0.00817399433589805 -0.0686610842370389 26 507.148149242697 424.227188961861 407.589835957247 523.903099502599 768.284346660925 0.845042724860832 "A2" 1081
"60" 1171 "Bryson" "Velaryon" 112 648.198337614281 339.258471357836 381.06468522564 520.916799348721 587.491606998427 -0.143567554205308 0.153216020902927 0.0344280757988762 -0.0248530469476001 21 320.405225302949 416.586018889001 351.695389874097 438.462386872482 587.491606998427 0.828870286699384 "A1" 1078
"61" 1200 "James" "Hoare" 114 494.543028372989 667.88867458238 555.006358174428 520.224180468327 516.499915565035 -0.13236750317057 -0.107167996396001 -0.0434592541875246 0.0471612319689903 19 538.679429717379 440.02680296439 362.680130555357 305.445845403597 516.499915565035 0.102245729183778 "A2" 1076
"62" 1157 "Landon" "Clegane" 111 465.695043186348 604.343369178683 612.232708995348 532.34880619815 471.755552727868 0.0929665803905314 0.0166307279380258 0.0156142609675881 -0.00353909049724682 22 577.51914210835 597.925276253597 381.407109861432 429.820961514524 471.755552727868 0.592899727169424 "A1" 1075
"63" 1186 "Theodore" "Seaworth" 113 662.185088094323 637.158241435203 548.219554780969 651.428893888601 645.295090211753 -0.0955050662004182 0.0438249225320557 0.145512479448833 -0.000641535542871947 20 653.413727975473 528.387669917325 442.553733055166 466.50603980008 645.295090211753 0.58920052042231 "A2" 1073
"64" 1006 "David" "Slynt" 99 594.385093524804 520.242978616621 571.860291636378 523.410200590928 531.158623445271 -0.0539226934415889 0.0291740159217578 0.0566007690530765 -0.00889104629052852 34 502.867263225289 491.327503311415 497.820128244902 562.334248340416 531.158623445271 0.489659062353894 "A1" 1072
"65" 1052 "Mateo" "Blount" 102 468.78146583438 502.961332090873 526.124704339825 504.67396105724 480.845552726261 -0.123956128595813 0.0502863945248411 0.135746724106266 0.0890109208978804 31 551.118231990698 499.96914835754 499.128058978402 410.67313017208 480.845552726261 0.11334121436812 "A2" 1070
"66" 1205 "Ryan" "Swann" 114 464.79220399915 480.099719936449 485.561060473517 596.175326974571 392.634481604294 0.0893998842860466 0.052726947403596 -0.0271481833470554 0.00210166878036487 19 395.050926724277 462.607106922987 388.766925605798 390.146522253943 392.634481604294 0.962759738089517 "A1" 1070
"67" 1231 "Shamar" "Wode" 116 497.80651532025 568.232648989771 533.780927661996 446.667047756832 631.61948029322 -0.0647099552262989 0.0169277945857637 -0.0432233635659047 0.138098800336761 17 424.342866324617 436.060476026858 307.351059711439 291.361197640429 631.61948029322 0.46364718512632 "A2" 1069
"68" 1191 "Dartagnan" "Poole" 113 496.358501664618 385.814163211962 552.445521501414 330.191141521198 539.917684503674 -0.0600083912075604 -0.082499523725491 0.0483694486294692 -0.0460985596306867 20 358.178081974529 462.673387373154 209.308640207475 367.301126184606 539.917684503674 0.180181583855301 "A1" 1062
"69" 1008 "Bryson" "Thorne" 99 552.878133452273 544.688316424646 680.985962199385 471.61563318745 486.112356041403 0.0243856532585948 -0.125338437507374 -0.157691138996052 0.0456314082700546 34 409.773846931584 479.864632158963 474.271493364468 566.3604279089 486.112356041403 0.684860869077966 "A2" 1061
"70" 1159 "Hudson" "Tallhart" 111 480.373632319686 392.906595923818 531.514525068672 627.323333547185 357.18296125598 -0.115946188411349 0.00331531750421081 -0.0440027368479375 0.0605597476096573 22 352.043234622134 512.016083474627 489.66334290324 343.012623144557 357.18296125598 0.975014883792028 "A1" 1061
"71" 1145 "Julian" "Arryn" 109 639.444565195878 570.473307632755 699.83405088652 441.035106960306 586.459055429215 -0.121918352344034 0.16931083508798 -0.0511876673703392 -0.00619721422248451 24 524.15791048901 832.320219482851 332.453492252363 478.356743916385 586.459055429215 0.265415594214574 "A2" 1058
"72" 1092 "Isaiah" "Thorne" 105 604.417003956249 472.048126778203 455.574786798746 573.913499854635 390.265291062133 -0.158333249911318 -0.106750790317288 0.117818064150278 0.120848800086533 28 541.825367064323 406.94181825935 551.444097688788 478.496845220382 390.265291062133 0.675533298403025 "A1" 1056
"73" 992 "Austin" "Botley" 98 628.409497505393 476.287831446353 684.038558509485 589.492942923524 753.871929575914 0.0652015621910825 -0.147060303640835 0.108058075913906 0.0442290517017721 35 475.362916634554 453.476314276239 603.775797915448 669.382778438458 753.871929575914 0.372378693893552 "A2" 1055
"74" 1180 "Colton" "Frey" 112 497.961817148533 686.097845296505 593.066193314169 432.530396945473 410.299664504072 -0.032178278062486 0.148985434115868 0.0485907940530495 -0.0277624621640611 21 657.687078320863 645.840445985676 290.763169081826 392.305136245091 410.299664504072 0.744003520580009 "A1" 1050
"75" 1148 "Izzy" "Durrandon" 110 612.372917453558 366.755203413945 589.530934632045 631.709551569789 424.204607832345 0.074668407616675 -0.0529495904214627 0.0224022022918571 0.0457344419400971 23 360.301119535858 552.420203756176 496.355951970917 566.241890449359 424.204607832345 0.321826677769423 "A2" 1049
"76" 1188 "William" "Whent" 113 588.741270338856 580.652015741359 587.48175391669 482.102449651413 603.19870373326 0.0536918761615885 -0.00633161987675945 -0.0657895426929026 -0.103005557487392 20 472.77294327306 536.763502453022 278.170434170579 502.603639649335 603.19870373326 0.0938392684329301 "B1" 1043
"77" 927 "Cooper" "Qorgyle" 93 463.564743761904 595.660479106259 471.268367172659 433.774044559688 530.288415934774 0.20613998429555 -0.190590325653662 0.0134968816164844 0.0951648726006569 40 466.698127881935 240.068665451155 475.054096247682 524.35661697881 530.288415934774 0.88381469482556 "B2" 1042
"78" 972 "Carleton" "Cargyll" 97 782.098702077796 471.994597239466 596.03300798499 539.293686921959 604.140207877239 -0.180754150453988 -0.168167284923534 0.101064026753426 -0.015582118819864 36 458.336974201217 370.632823630499 530.890348613539 648.552102633336 604.140207877239 0.875328186200932 "B1" 1040
"79" 1046 "Joris" "Cargyll" 102 589.42226601218 517.826882505457 363.603316076705 503.743611172403 317.349998655958 0.168868364653706 -0.058050276435555 -0.0612813842417928 -0.152318225312895 31 465.380659047692 306.135711457897 376.639917188673 688.957040164138 317.349998655958 0.676937110954896 "B2" 1037
"80" 1086 "Jaxson" "Selmy" 105 422.537300330111 551.418035159913 676.152250415846 639.602418664675 570.69683068344 -0.185659967909447 0.0594434201825279 0.040918140309105 -0.00290004265673191 28 590.523576746355 716.345052744677 535.411157380851 322.962173693773 570.69683068344 0.245827780105174 "B1" 1035
"81" 939 "Parker" "Slynt" 94 539.156921710346 500.146596511023 524.104003474816 602.658319544604 549.352172555116 0.0531403454413404 -0.0146933939977859 -0.00668434371466874 0.0514227761714126 39 391.772659484907 369.654015882995 633.648683418386 535.458491474503 549.352172555116 0.877131951507181 "B2" 1034
"82" 1224 "Sebastian" "Florent" 116 352.963992468415 618.755205443171 513.582833288542 653.81909671801 494.74514608585 0.0175872284520635 -0.0605122999104792 0.0231798874184169 0.0112239099674797 17 503.159288301837 379.788188194004 366.938909871488 235.634253475364 494.74514608585 0.602124570170417 "B1" 1034
"83" 1179 "Daniel" "Selmy" 112 609.428324892696 479.003346235502 475.263848013942 395.14061298323 589.835507711247 0.0469746205041262 -0.0496922132490793 0.0631914106525287 -0.0361411794414724 21 466.16194223021 423.131104648018 262.317581289821 528.35889069831 589.835507711247 0.535354221006855 "B2" 1032
"84" 1055 "Jack" "Dalt" 103 545.702807742529 524.747470434905 491.363708560502 732.828483530106 510.385763238865 -0.116724458654187 0.0246909407214292 -0.117043363007948 -0.00858734619299347 30 463.32926176529 469.100481161996 638.596013618334 476.548914845287 510.385763238865 0.45644527906552 "B1" 1031
"85" 1141 "Sebastian" "Stokeworth" 109 569.544341356909 409.469624808853 490.758742444246 525.515500322634 628.749481897075 -0.0478445856932371 -0.0226367349274438 0.0768582142730921 0.0816282858466498 24 428.656640226469 489.464741727095 442.288709722383 468.253963934362 628.749481897075 0.964543788461015 "B2" 1029
"86" 1239 "Jackson" "Marsh" 117 776.212856732299 421.344291578547 498.210607265088 708.485376308153 330.055646405573 0.041576551982597 -0.100015328232897 0.0456998575443502 0.1268791236639 16 314.196378207248 298.918727670833 422.880130539499 513.524225361516 330.055646405573 0.527452671667561 "B1" 1028
"87" 1206 "Tyler" "Crakehall" 115 376.33758225155 549.357056603413 702.791764941004 441.824358964126 648.53362798641 0.0328149637221787 0.0454340619623836 -0.0614078499508693 -0.0420052371616038 18 416.737950713445 650.387437743066 259.790409165338 275.785811684962 648.53362798641 0.409418204100803 "B2" 1026
"88" 1067 "Ballard" "Cuy" 103 497.415303785863 585.229691958453 542.407290773173 506.668933100261 546.90897061425 -0.00971504717136772 -0.0529773219218404 -0.0188461445175123 0.172521433495819 30 574.200368607865 475.703494763007 533.279911774483 487.608737607965 546.90897061425 0.0942167539615184 "B1" 1025
"89" 1213 "Nathan" "Swann" 115 578.318635486184 422.677429203595 532.305690602471 667.135243136874 579.55760080187 -0.0104228068902428 0.0160578720216934 0.0282069130859582 0.0668157084483889 18 358.51791745589 476.976704386288 464.870317077309 398.795341381628 579.55760080187 0.528395099332556 "B2" 1016
"90" 1222 "Tarquin" "Hoare" 116 488.349139433144 657.158399276734 613.482749489434 581.878940539346 599.577490979852 -0.030805813704131 -0.0169801979518266 0.0624145936065517 -0.0642886126436231 17 560.171409854609 480.369141065186 282.625227482824 302.382948019593 599.577490979852 0.737199030816555 "B1" 1016
"91" 1153 "Liam" "Lynderly" 110 359.610508128665 616.842151766848 720.66686220813 474.513124174266 427.39630208268 -0.0291812723683564 0.0544740930521013 0.111617842958219 0.00986326633529428 23 661.019056122096 752.71786729754 355.81996121228 295.17503972514 427.39630208268 0.319563483586535 "B2" 1014
"92" 1172 "Benjamin" "Cuy" 112 481.111780858759 567.307751397794 711.489457486042 671.320067295953 408.703155047555 0.0670959649085863 -0.00160097661656554 -0.00253877348829323 -0.111317636805476 21 514.80978789304 667.661012052512 395.194283675688 426.792319469789 408.703155047555 0.66357453702949 "B1" 1010
"93" 1003 "Elliott" "Greyjoy" 98 615.521114398322 416.708263149401 476.834303839534 504.115351076879 517.602313969251 0.111235701924249 0.0141756926738458 0.108358041150784 0.0123898660030684 35 416.024045329182 392.995242657599 500.278965705274 683.989037607616 517.602313969251 0.529958461411297 "B2" 1009
"94" 884 "Dartagnan" "Waynwood" 89 773.222783591279 470.232618371934 544.934279597194 717.07667271136 639.867741271093 -0.149453806294827 0.161311187689773 -0.00011413802775739 0.143838817673696 44 315.002182885548 414.86456361301 820.22013349555 572.60718927464 639.867741271093 0.0735860087443143 "B1" 1001
